ID	Sentence	AG	US	GRP	OTHER	OPP	SELF	WMN
898	CLINTON : There 's no doubt now that Russia has used cyber attacks against all kinds of organizations in our country , and I am deeply concerned about this .	NONE	US-neutral	GRP-negative	NONE	NONE	SELF-neutral	NONE
899	CLINTON : I know Donald 's very praiseworthy of Vladimir Putin , but Putin is playing a really ...	NONE	NONE	GRP-negative	NONE	OPP-negative	NONE	NONE
900	CLINTON : ...tough , long game here .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
901	CLINTON : And one of the things he 's done is to let loose cyber attackers to hack into government files , to hack into personal files , hack into the Democratic National Committee .	NONE	US-neutral	NONE	OTHER-negative	NONE	NONE	NONE
902	CLINTON : And we recently have learned that , you know , that this is one of their preferred methods of trying to wreak havoc and collect information .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
903	CLINTON : We need to make it very clear - whether it 's Russia , China , Iran or anybody else - the United States has much greater capacity .	AG-neutral	US-positive	GRP-neutral	NONE	NONE	NONE	NONE
904	CLINTON : And we are not going to sit idly by and permit state actors to go after our information , our private-sector information or our public-sector information .	AG-neutral	US-positive	NONE	NONE	NONE	NONE	NONE
905	CLINTON : And we 're going to have to make it clear that we do n't want to use the kinds of tools that we have .	AG-neutral	US-neutral	NONE	NONE	NONE	NONE	NONE
906	CLINTON : We do n't want to engage in a different kind of warfare .	AG-neutral	US-positive	NONE	NONE	NONE	NONE	NONE
907	CLINTON : But we will defend the citizens of this country .	AG-neutral	US-positive	NONE	NONE	NONE	NONE	NONE
908	CLINTON : And the Russians need to understand that .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
909	CLINTON : I think they 've been treating it as almost a probing , how far would we go , how much would we do .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
910	CLINTON : And that 's why I was so - I was so shocked when Donald publicly invited Putin to hack into Americans .	NONE	NONE	GRP-neutral	NONE	OPP-negative	SELF-neutral	NONE
911	CLINTON : That is just unacceptable .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
912	CLINTON : It 's one of the reasons why 50 national security officials who served in Republican information - in administrations ...	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
913	HOLT : Your two minutes have expired .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
914	CLINTON : ... have said that Donald is unfit to be the commander-in-chief .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
915	CLINTON : It 's comments like that that really worry people who understand the threats that we face .	NONE	US-negative	NONE	OTHER-negative	NONE	NONE	NONE
916	HOLT : Mr. Trump , you have two minutes and the same question .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
917	HOLT : Who 's behind it ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
918	HOLT : And how do we fight it ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
919	TRUMP : I do want to say that I was just endorsed - and more are coming next week - it will be over 200 admirals , many of them here - admirals and generals endorsed me to lead this country .	NONE	US-neutral	NONE	NONE	NONE	SELF-positive	NONE
920	TRUMP : That just happened , and many more are coming .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
921	TRUMP : And I 'm very proud of it .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
922	TRUMP : In addition , I was just endorsed by ICE.	NONE	US-neutral	NONE	NONE	NONE	SELF-positive	NONE
923	TRUMP : They 've never endorsed anybody before on immigration .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
924	TRUMP : I was just endorsed by ICE.	NONE	US-neutral	NONE	NONE	NONE	SELF-positive	NONE
925	TRUMP : I was just recently endorsed - 16,500 Border Patrol agents .	NONE	US-neutral	NONE	NONE	NONE	SELF-positive	NONE
926	TRUMP : So when Secretary Clinton talks about this , I mean , I 'll take the admirals and I 'll take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge .	NONE	US-negative	NONE	NONE	OPP-neutral	SELF-neutral	NONE
927	TRUMP : OK ? TRUMP : Because look at the mess that we 're in .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
928	TRUMP : Look at the mess that we 're in .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
929	TRUMP : As far as the cyber , I agree to parts of what Secretary Clinton said .	NONE	NONE	NONE	OTHER-neutral	OPP-positive	SELF-neutral	NONE
930	TRUMP : We should be better than anybody else , and perhaps we 're not .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
931	TRUMP : I do n't think anybody knows it was Russia that broke into the DNC.	NONE	US-neutral	GRP-neutral	NONE	NONE	NONE	NONE
932	TRUMP : She 's saying Russia , Russia , Russia , but I do n't - maybe it was .	NONE	NONE	GRP-neutral	NONE	OPP-neutral	SELF-neutral	NONE
933	TRUMP : I mean , it could be Russia , but it could also be China .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
934	TRUMP : It could also be lots of other people .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
935	TRUMP : It also could be somebody sitting on their bed that weighs 400 pounds , OK ?	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
936	TRUMP : You do n't know who broke in to DNC.	NONE	US-neutral	NONE	NONE	OPP-negative	NONE	NONE
937	TRUMP : But what did we learn with DNC ?	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
938	TRUMP : We learned that Bernie Sanders was taken advantage of by your people , by Debbie Wasserman Schultz .	NONE	US-neutral	NONE	NONE	OPP-negative	NONE	NONE
939	TRUMP : Look what happened to her .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
940	TRUMP : But Bernie Sanders was taken advantage of .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
941	TRUMP : That 's what we learned .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
942	TRUMP : Now , whether that was Russia , whether that was China , whether it was another country , we do n't know , because the truth is , under President Obama we 've lost control of things that we used to have control over .	NONE	US-negative	GRP-neutral	NONE	NONE	NONE	NONE
943	TRUMP : We came in with the Internet , we came up with the Internet , and I think Secretary Clinton and myself would agree very much , when you look at what ISIS is doing with the Internet , they 're beating us at our own game .	NONE	US-negative	GRP-neutral	NONE	OPP-positive	SELF-neutral	NONE
944	TRUMP : ISIS.	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
945	TRUMP : So we have to get very , very tough on cyber and cyber warfare .	AG-neutral	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
946	TRUMP : It is - it is a huge problem .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
947	TRUMP : I have a son .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
948	TRUMP : He 's 10 years old .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
949	TRUMP : He has computers .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
950	TRUMP : He is so good with these computers , it 's unbelievable .	NONE	NONE	NONE	OTHER-positive	NONE	NONE	NONE
951	TRUMP : The security aspect of cyber is very , very tough .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
952	TRUMP : And maybe it 's hardly doable .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
953	TRUMP : But I will say , we are not doing the job we should be doing .	NONE	US-negative	NONE	NONE	NONE	SELF-neutral	NONE
954	TRUMP : But that 's true throughout our whole governmental society .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
955	TRUMP : We have so many things that we have to do better , Lester , and certainly cyber is one of them .	NONE	US-negative	NONE	OTHER-neutral	NONE	NONE	NONE
956	HOLT : Secretary Clinton ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
957	CLINTON : Well , I think there are a number of issues that we should be addressing .	AG-neutral	NONE	NONE	NONE	NONE	SELF-neutral	NONE
958	CLINTON : I have put forth a plan to defeat ISIS.	AG-neutral	NONE	GRP-neutral	NONE	NONE	SELF-neutral	NONE
959	CLINTON : It does involve going after them online .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
960	CLINTON : I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize , even direct people in our country and Europe and elsewhere .	AG-neutral	US-neutral	GRP-negative	NONE	NONE	NONE	NONE
961	CLINTON : But we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa , end their claim of being a Caliphate .	AG-neutral	US-neutral	GRP-negative	NONE	NONE	NONE	NONE
962	CLINTON : We 're making progress .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
963	CLINTON : Our military is assisting in Iraq .	NONE	US-positive	GRP-neutral	NONE	NONE	NONE	NONE
964	CLINTON : And we 're hoping that within the year we 'll be able to push ISIS out of Iraq and then , you know , really squeeze them in Syria .	AG-neutral	US-positive	GRP-negative	NONE	NONE	NONE	NONE
965	CLINTON : But we have to be cognizant of the fact that they 've had foreign fighters coming to volunteer for them , foreign money , foreign weapons , so we have to make this the top priority .	AG-neutral	NONE	GRP-negative	NONE	NONE	NONE	NONE
966	CLINTON : And I would also do everything possible to take out their leadership .	AG-neutral	NONE	GRP-neutral	NONE	NONE	SELF-positive	NONE
967	CLINTON : I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state , including , of course , taking out bin Laden .	NONE	US-neutral	GRP-neutral	NONE	NONE	SELF-positive	NONE
968	CLINTON : And I think we need to go after Baghdadi , as well , make that one of our organizing principles .	AG-neutral	US-neutral	GRP-negative	NONE	NONE	NONE	NONE
969	CLINTON : Because we 've got to defeat ISIS , and we 've got to do everything we can to disrupt their propaganda efforts online .	AG-neutral	NONE	GRP-negative	OTHER-neutral	NONE	NONE	NONE
970	HOLT : You mention ISIS , and we think of ISIS certainly as over there , but there are American citizens who have been inspired to commit acts of terror on American soil , the latest incident , of course , the bombings we just saw in New York and New Jersey , the knife attack at a mall in Minnesota , in the last year , deadly attacks in San Bernardino and Orlando .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
971	HOLT : I 'll ask this to both of you .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
972	HOLT : Tell us specifically how you would prevent homegrown attacks by American citizens , Mr. Trump ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
973	TRUMP : Well , first I have to say one thing , very important .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
974	TRUMP : Secretary Clinton is talking about taking out ISIS.	NONE	NONE	GRP-neutral	NONE	OPP-neutral	NONE	NONE
975	TRUMP : " We will take out ISIS. "	NONE	NONE	NONE	NONE	NONE	NONE	NONE
976	TRUMP : Well , President Obama and Secretary Clinton created a vacuum the way they got out of Iraq , because they got out - what , they should n't have been in , but once they got in , the way they got out was a disaster .	NONE	US-negative	GRP-neutral	NONE	OPP-negative	NONE	NONE
977	TRUMP : And ISIS was formed .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
978	TRUMP : So she talks about taking them out .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
979	TRUMP : She 's been doing it a long time .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
980	TRUMP : She 's been trying to take them out for a long time .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
981	TRUMP : But they would n't have even been formed if they left some troops behind , like 10 or maybe something more than that .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
982	TRUMP : And then you would n't have had them .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
983	TRUMP : Or , as I 've been saying for a long time , and I think you 'll agree , because I said it to you once , had we taken the oil - and we should have taken the oil - ISIS would not have been able to form either , because the oil was their primary source of income .	NONE	NONE	GRP-negative	OTHER-neutral	OPP-neutral	SELF-positive	NONE
984	TRUMP : And now they have the oil all over the place , including the oil - a lot of the oil in Libya , which was another one of her disasters .	NONE	NONE	GRP-negative	OTHER-neutral	OPP-negative	NONE	NONE
985	HOLT : Secretary Clinton ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
986	CLINTON : Well , I hope the fact-checkers are turning up the volume and really working hard .	NONE	NONE	NONE	OTHER-neutral	NONE	SELF-neutral	NONE
987	CLINTON : Donald supported the invasion of Iraq .	NONE	NONE	GRP-neutral	NONE	OPP-neutral	NONE	NONE
988	TRUMP : Wrong .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
989	CLINTON : That is absolutely proved over and over again .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
990	TRUMP : Wrong .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
991	TRUMP : Wrong .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
992	CLINTON : He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out , after actually doing some business with him one time .	NONE	US-positive	GRP-neutral	NONE	OPP-negative	NONE	NONE
993	CLINTON : But the larger point - and he says this constantly  - is George W.	NONE	US-neutral	NONE	NONE	OPP-neutral	NONE	NONE
994	CLINTON : Bush made the agreement about when American troops would leave Iraq , not Barack Obama .	NONE	US-neutral	GRP-neutral	NONE	NONE	NONE	NONE
995	CLINTON : And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops , and the Iraqi government would not give that .	NONE	US-neutral	GRP-neutral	NONE	NONE	NONE	NONE
996	CLINTON : But let 's talk about the question you asked , Lester .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
997	CLINTON : The question you asked is , what do we do here in the United States ?	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
998	CLINTON : That 's the most important part of this .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
999	CLINTON : How do we prevent attacks ?	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1000	CLINTON : How do we protect our people ?	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1001	CLINTON : And I think we 've got to have an intelligence surge , where we are looking for every scrap of information .	AG-neutral	US-neutral	NONE	NONE	NONE	NONE	NONE
1002	CLINTON : I was so proud of law enforcement in New York , in Minnesota , in New Jersey .	NONE	US-positive	NONE	NONE	NONE	SELF-neutral	NONE
1003	CLINTON : You know , they responded so quickly , so professionally to the attacks that occurred by Rahami .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
1004	CLINTON : And they brought him down .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1005	CLINTON : And we may find out more information because he is still alive , which may prove to be an intelligence benefit .	NONE	NONE	NONE	OTHER-positive	NONE	NONE	NONE
1006	CLINTON : So we 've got to do everything we can to vacuum up intelligence from Europe , from the Middle East .	AG-neutral	NONE	GRP-neutral	NONE	NONE	NONE	NONE
1007	CLINTON : That means we 've got to work more closely with our allies , and that 's something that Donald has been very dismissive of .	AG-neutral	US-neutral	GRP-positive	NONE	OPP-negative	NONE	NONE
1008	CLINTON : We 're working with NATO , the longest military alliance in the history of the world , to really turn our attention to terrorism .	NONE	US-positive	GRP-positive	OTHER-neutral	NONE	NONE	NONE
1009	CLINTON : We 're working with our friends in the Middle East , many of which , as you know , are Muslim majority nations .	NONE	US-positive	GRP-positive	NONE	NONE	NONE	NONE
1010	CLINTON : Donald has consistently insulted Muslims abroad , Muslims at home , when we need to be cooperating with Muslim nations and with the American Muslim community .	AG-neutral	US-neutral	GRP-neutral	NONE	OPP-negative	NONE	NONE
1011	CLINTON : They 're on the front lines .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1012	CLINTON : They can provide information to us that we might not get anywhere else .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1013	CLINTON : They need to have close working cooperation with law enforcement in these communities , not be alienated and pushed away as some of Donald 's rhetoric , unfortunately , has led to .	AG-neutral	NONE	NONE	NONE	OPP-negative	NONE	NONE
1014	HOLT : Mr. Trump ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1015	TRUMP : Well , I have to respond .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1016	HOLT : Please respond .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1017	TRUMP : The secretary said very strongly about working with - we 've been working with them for many years , and we have the greatest mess anyone 's ever seen .	NONE	US-negative	GRP-negative	NONE	OPP-neutral	NONE	NONE
1018	TRUMP : You look at the Middle East , it 's a total mess .	NONE	NONE	GRP-negative	NONE	NONE	NONE	NONE
1019	TRUMP : Under your direction , to a large extent .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
1020	TRUMP : But you look at the Middle East , you started the Iran deal , that 's another beauty where you have a country that was ready to fall , I mean , they were doing so badly .	NONE	NONE	GRP-negative	NONE	OPP-neutral	NONE	NONE
1021	TRUMP : They were choking on the sanctions .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1022	TRUMP : And now they 're going to be actually probably a major power at some point pretty soon , the way they 're going .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
1023	TRUMP : But when you look at NATO , I was asked on a major show , what do you think of NATO ?	NONE	NONE	GRP-neutral	NONE	NONE	SELF-neutral	NONE
1024	TRUMP : And you have to understand , I 'm a businessperson .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1025	TRUMP : I did really well .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
1026	TRUMP : But I have common sense .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
1027	TRUMP : And I said , well , I 'll tell you .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1028	TRUMP : I have n't given lots of thought to NATO .	NONE	NONE	GRP-neutral	NONE	NONE	SELF-neutral	NONE
1029	TRUMP : But two things .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1030	TRUMP : Number one , the 28 countries of NATO , many of them are n't paying their fair share .	NONE	NONE	GRP-negative	NONE	NONE	NONE	NONE
1031	TRUMP : Number two - and that bothers me , because we should be asking - we 're defending them , and they should at least be paying us what they 're supposed to be paying by treaty and contract .	NONE	US-positive	NONE	NONE	NONE	SELF-neutral	NONE
1032	TRUMP : And , number two , I said , and very strongly , NATO could be obsolete , because - and I was very strong on this , and it was actually covered very accurately in the New York Times , which is unusual for the New York Times , to be honest - but I said , they do not focus on terror .	NONE	NONE	GRP-negative	OTHER-neutral	NONE	SELF-positive	NONE
1033	TRUMP : And I was very strong .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
1034	TRUMP : And I said it numerous times .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1035	TRUMP : And about four months ago , I read on the front page of the Wall Street Journal that NATO is opening up a major terror division .	NONE	US-neutral	GRP-neutral	NONE	NONE	SELF-neutral	NONE
1036	TRUMP : And I think that 's great .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1037	TRUMP : And I think we should get - because we pay approximately 73 percent of the cost of NATO .	NONE	US-neutral	GRP-neutral	NONE	NONE	NONE	NONE
1038	TRUMP : It 's a lot of money to protect other people .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
1039	TRUMP : But I 'm all for NATO .	NONE	NONE	GRP-positive	NONE	NONE	SELF-neutral	NONE
1040	TRUMP : But I said they have to focus on terror , also .	NONE	NONE	NONE	OTHER-neutral	NONE	SELF-neutral	NONE
1041	TRUMP : And they 're going to do that .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1042	TRUMP : And that was - believe me - I 'm sure I 'm not going to get credit for it - but that was largely because of what I was saying and my criticism of NATO .	NONE	NONE	GRP-negative	NONE	NONE	SELF-positive	NONE
1043	TRUMP : I think we have to get NATO to go into the Middle East with us , in addition to surrounding nations , and we have to knock the hell out of ISIS , and we have to do it fast , when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton .	AG-neutral	US-negative	GRP-negative	NONE	OPP-negative	NONE	NONE
1044	TRUMP : And believe me , you were the ones that took out the troops .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
1045	TRUMP : Not only that , you named the day .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
1046	TRUMP : They could n't believe it .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1047	TRUMP : They sat back probably and said , I ca n't believe it .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1048	TRUMP : They said ...	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1049	CLINTON : Lester , we 've covered ...	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1050	TRUMP : No, wait a minute .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1051	CLINTON : We 've covered this ground .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1052	TRUMP : When they formed , when they formed , this is something that never should have happened .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1053	TRUMP : It should have never happened .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1054	TRUMP : Now , you 're talking about taking out ISIS.	NONE	NONE	GRP-negative	NONE	OPP-neutral	NONE	NONE
1055	TRUMP : But you were there , and you were secretary of state when it was a little infant .	NONE	US-neutral	NONE	NONE	OPP-neutral	NONE	NONE
1056	TRUMP : Now it 's in over 30 countries .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
1057	TRUMP : And you 're going to stop them ?	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1058	TRUMP : I do n't think so .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1059	HOLT : Mr. Trump , a lot of these are judgment questions .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1060	HOLT : You had supported the war in Iraq before the invasion .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1061	HOLT : What makes your ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1062	TRUMP : I did not support the war in Iraq .	NONE	NONE	GRP-neutral	NONE	NONE	SELF-neutral	NONE
1063	HOLT : In 2002 ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1064	TRUMP : That is a mainstream media nonsense put out by her , because she - frankly , I think the best person in her campaign is mainstream media .	NONE	US-negative	NONE	NONE	OPP-negative	NONE	NONE
1065	HOLT : My question is , since you supported it ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1066	TRUMP : Just - would you like to hear ...	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1067	HOLT : ... why is your - why is your judgment ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1068	TRUMP : Wait a minute .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1069	TRUMP : I was against the war in Iraq .	NONE	NONE	GRP-neutral	NONE	NONE	SELF-neutral	NONE
1070	TRUMP : Just so you put it out .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1071	HOLT : The record shows otherwise , but why - why was ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1072	TRUMP : The record does not show that .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1073	HOLT : Why was - is your judgment any ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1074	TRUMP : The record shows that I 'm right .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
1075	TRUMP : When I did an interview with Howard Stern , very lightly , first time anyone 's asked me that , I said , very lightly , I do n't know , maybe , who knows ?	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1076	TRUMP : Essentially .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1077	TRUMP : I then did an interview with Neil Cavuto .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1078	TRUMP : We talked about the economy is more important .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1079	TRUMP : I then spoke to Sean Hannity , which everybody refuses to call Sean Hannity .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1080	TRUMP : I had numerous conversations with Sean Hannity at Fox .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1081	TRUMP : And Sean Hannity said - and he called me the other day - and I spoke to him about it - he said you were totally against the war , because he was for the war .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1082	HOLT : Why is your judgment better than ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1083	TRUMP : And when he - excuse me .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1084	TRUMP : And that was before the war started .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1085	TRUMP : Sean Hannity said very strongly to me and other people - he 's willing to say it , but nobody wants to call him .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1086	TRUMP : I was against the war .	NONE	NONE	NONE	OTHER-negative	NONE	SELF-neutral	NONE
1087	TRUMP : He said , you used to have fights with me , because Sean was in favor of the war .	NONE	NONE	NONE	OTHER-neutral	NONE	SELF-neutral	NONE
1088	TRUMP : And I understand that side , also , not very much , because we should have never been there .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1089	TRUMP : But nobody called Sean Hannity .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1090	TRUMP : And then they did an article in a major magazine , shortly after the war started .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1091	TRUMP : I think in '04 .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1092	TRUMP : But they did an article which had me totally against the war in Iraq .	NONE	NONE	GRP-neutral	OTHER-negative	NONE	SELF-neutral	NONE
1093	TRUMP : And one of your compatriots said , you know , whether it was before or right after , Trump was definitely - because if you read this article , there 's no doubt .	NONE	NONE	NONE	NONE	OPP-neutral	SELF-neutral	NONE
1094	TRUMP : But if somebody - and I 'll ask the press - if somebody would call up Sean Hannity , this was before the war started .	NONE	NONE	NONE	OTHER-neutral	NONE	SELF-neutral	NONE
1095	TRUMP : He and I used to have arguments about the war .	NONE	NONE	NONE	OTHER-negative	NONE	SELF-neutral	NONE
1096	TRUMP : I said , it 's a terrible and a stupid thing .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1097	TRUMP : It 's going to destabilize the Middle East .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
1098	TRUMP : And that 's exactly what it 's done .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1099	TRUMP : It 's been a disaster .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1100	HOLT : My reference was to what you had said in 2002 , and my question was ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1101	TRUMP : No, no .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1102	TRUMP : You did n't hear what I said .	NONE	NONE	NONE	NONE	OPP-negative	SELF-neutral	NONE
1103	HOLT : Why is your judgment - why is your judgment any different than Mrs. Clinton 's judgment ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1104	TRUMP : Well , I have much better judgment than she does .	NONE	NONE	NONE	NONE	OPP-negative	SELF-positive	NONE
1105	TRUMP : There 's no question about that .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1106	TRUMP : I also have a much better temperament than she has , you know ?	NONE	NONE	NONE	NONE	OPP-negative	SELF-positive	NONE
1107	TRUMP : I have a much better - she spent - let me tell you - she spent hundreds of millions of dollars on an advertising - you know , they get Madison Avenue into a room , they put names - oh , temperament , let 's go after - I think my strongest asset , maybe by far , is my temperament .	NONE	US-neutral	NONE	NONE	OPP-negative	SELF-positive	NONE
1108	TRUMP : I have a winning temperament .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
1109	TRUMP : I know how to win .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
1110	TRUMP : She does not have a ...	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
1111	HOLT : Secretary Clinton ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1112	TRUMP : Wait .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1113	TRUMP : The AFL-CIO the other day , behind the blue screen , I do n't know who you were talking to , Secretary Clinton , but you were totally out of control .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
